"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"27","Schwa",6,8,"Club","Women","Portland","OR","/teams/events/Eventteam/?TeamId=ZDpaf4%2bYo8F5M3pUa3Ys7%2fw3TvgY8324rQyEAj3OzH0%3d",102,0.943097423814266
"28","PUMAS",6,7,"Masters","Women","Ames","IA","/teams/events/Eventteam/?TeamId=XFcKBFTrURM5%2bRmRaNpVrNJi7lMkMGhyWBnko0qaTv4%3d",87,0.678051758424176
"29","Siege",13,6,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=uPpS4ST1U8DZArCoZDEbnsADEc2AuCJ3F7kAOfXvPF8%3d",112,0.660880629138952
"30","BKFT",4,2,"Masters","Women","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=Rmd1aqKfRMu4YUbMU9yV8pMdK%2fUlVwQrxjp50oZxZ%2f8%3d",8,0.628902600262406
"31","6ixers",11,3,"Club","Women","Toronto","Ontario","/teams/events/Eventteam/?TeamId=eC%2bv%2bTHjcdcfCBFZIs%2fXo6qP8B7LMaR%2ffg3LZNOmNjg%3d",1,0.520924030546222
"32","Rival",9,3,"Club","Women","Columbus/Ann Arbor","OH","/teams/events/Eventteam/?TeamId=YEuqlS%2fJ5lH0T%2fIKyERLvU%2bboao7c%2bwIggBop%2fT13KA%3d",92,0.516057543297874
"33","Loose Cannon",7,4,"Masters","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=t%2b%2f5aI8gS6cfAczFhBKHRPnOfURSjalAYZ39JTu6mdM%3d",63,0.508260276190236
"34","Sidearm",4,4,"Grand Masters","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=j8VFwUcBh7I4OBaow6WSZf1WOlb2W%2fBp%2fw7JE%2bqadSs%3d",111,0.431685370430332
"35","Sea Salt",4,2,"Beach","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=cA7Xt3zzUVvL7%2bQw0bTeXOHe%2f%2fEqEgJQHA%2bBPTThT1s%3d",103,0.411982237579206
"36","LOL",7,4,"Club","Women","Oakland","CA","/teams/events/Eventteam/?TeamId=RvUktxth31oAnwKx9YKQnEN%2fY7ZHcZbn4GENwm18MC0%3d",62,0.405347661907823
"37","Pop",7,5,"Club","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=emx9NFiSTpKcSiIEG6YAmRPH9OqWZ246vkMkRj7dBqA%3d",83,0.403116845797557
"38","Rockford Beaches",6,2,"Beach","Women","Madison","WI","/teams/events/Eventteam/?TeamId=noIidkklQ853un77uYByrPbsNkrbAxC1B0MlnVepotI%3d",94,0.330030249903189
"39","Iceni",0,7,"Club","Women","London","SW4 8QW","/teams/events/Eventteam/?TeamId=pCTTVNHmgVDohSkk9kiC%2bIiD1900XLEMmr5lMZpNrpk%3d",50,0.323110027846738
"40","Santa Babe-ra",2,4,"Beach","Women","Santa Barbara","CA","/teams/events/Eventteam/?TeamId=7glx0QOltdFlE0oGEIMWefZivMqB5qUrTa0jOCg4Noc%3d",100,0.296500635932627
"41","Poachella",3,5,"Grand Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=q6OcDVi8aZRj%2fquQBl64C3wfY%2fVHDCtm41dKAbO9iUI%3d",82,0.279589024290665
"42","Huck the Patriarchy",3,3,"Beach","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=WmaHgdtfyUxpRbeNFKUXsXjNDeCc6DzAxBMRivF1czk%3d",47,0.259053527758178
"43","BENT",5,7,"Club","Women","New York","NY","/teams/events/Eventteam/?TeamId=ooBQTxN2XtOSbUSLJATRmHeWoFzxp5rqNgWEykTDaZ0%3d",6,0.218507865487809
"44","ZENITH",6,5,"Masters","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=wXdFvryzMTHB0%2bPHBI7Wts1E0Y2oTGeetRGkyNrAMdM%3d",147,0.18551984381559
"45","Nemesis",9,6,"Club","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=JOqjM%2fHNtv%2bTBkxAkBC1HQrM4mIUHYQgDb4qG8ydji4%3d",71,0.172092806369826
"46","Wildfire",4,9,"Club","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=U5QM7yDKRF0BG0eDvAii%2fO6bh%2bz0bOFNyZHsduRQsrI%3d",144,0.159468286548842
"47","Riding High West",4,4,"Grand Masters","Women","Multiple","AZ","/teams/events/Eventteam/?TeamId=ojfaghHR2sE6PfBVfsqFTehP03fSjNCdwSu3zjyx8NQ%3d",90,0.150292721846214
"48","TCWM",3,3,"Beach","Women","Toronto","Ontario","/teams/events/Eventteam/?TeamId=6TOG843HfeWZ75MKNhxPTqYfedIe4cMOgudMc22hnbI%3d",125,0.146025344971575
"49","Hot Metal",11,9,"Club","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=NmUcA3XL521B4QcEk5sAXflWhx43wtje1eKqH6m5lGY%3d",46,0.120817232804472
"50","Winnipeg Mint",2,4,"Masters","Women","Winnipeg","Manitoba","/teams/events/Eventteam/?TeamId=xm%2blr37Ppvj6%2bpqqUctU1GPm1vAawUDNHts3skIe8lw%3d",145,0.108446756361159
"51","uno",2,5,"Club","Women","Toyota","Aichi","/teams/events/Eventteam/?TeamId=BmGT80BgJa6gdj7lwy3viZrmw9XY0TOls0bv1U3RrpY%3d",135,0.107703342615579
"52","Wicked",11,0,"Club","Women","Kansas City","KS","/teams/events/Eventteam/?TeamId=GpzJ6netEtQ7mG76O1CckfwXU9AboQ%2byCXk9V88t664%3d",143,0.106970963833719
"53","Sneaky House Hippos",2,6,"Club","Women","Vancouver","British Columbia","/teams/events/Eventteam/?TeamId=lo5B%2fR4pC7jEetBDk3vsuGaVYWqpCDRGiFM3JbrfJ90%3d",115,0.105445811195896
"54","G.O.S.E.",1,10,"Masters","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=IXi3wOwe1JINhDfAe5nM7ZPFekJkH36Dube%2f0YqNAbo%3d",37,0.0859646002533913
"55","Elevate",10,5,"Club","Women","Salt Lake City","UT","/teams/events/Eventteam/?TeamId=N62ALeqQAz1Rnhkn5Cz8xiRrsvmCJKWZ0DO4PTlJwl0%3d",23,0.0831622879603963
"56","Seattle Mint",4,5,"Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=Q1YCpBR4IBn5QeNjzZsneopaF%2b2VUkEn5wkieF3YVhM%3d",106,0.082509850678018
"57","Green",13,0,"Club","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=a3q%2b5frlBpIqMEN%2byBa4m4Tzfglo7dCmC2lrLNlfVGE%3d",38,0.0634282915532863
"58","The Collective",3,3,"Beach","Women","Halifax","Nova Scotia","/teams/events/Eventteam/?TeamId=HPNvwWW7Y2G1YJyRKeeedPWWIl8euLUXSA67Q9VTzKc%3d",129,0.0633210794413343
"59","Iris",10,3,"Club","Women","Québec","Quebec","/teams/events/Eventteam/?TeamId=LsNrk559JBfUbdGogatPiX6w760k9hbpWQFGbNmWuN0%3d",54,0.0567208622737817
"60","FAB",8,3,"Club","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=svagJOLKWzW8rsFC0qKzB4B%2fqNDMB5k1ry7vLAfkYXI%3d",26,0.0539057425242041
"61","Venus",3,4,"Club","Women","Montreal","Quebec","/teams/events/Eventteam/?TeamId=4s2oeIdZ%2fhXSu%2febtzNglQG0%2bUFQMY0Vrkb43z8fh3k%3d",137,0.0520338899981267
"62","Phoenix",9,2,"Club","Women","Durham","NC","/teams/events/Eventteam/?TeamId=Klcqo%2fq8tiQXx%2fS7WKkdDpCFdlrNsPeU6ZBLMHNeri4%3d",78,0.0513799671280535
"63","Grit",9,6,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=NlKscwl6PuvBkHFHh%2b%2b9CGWiWcyYZMfrePiLJiOXUb8%3d",39,0.0500695811740437
"64","Viva",4,14,"Club","Women","Los Angeles","CA","/teams/events/Eventteam/?TeamId=T53Rw7saBWxr1Y06geq6GGcZUqVDxmRQAuMmgyuFivM%3d",141,0.038293112238521
"65","Fusion",3,4,"Club","Women","Winnipeg","Manitoba","/teams/events/Eventteam/?TeamId=%2fy9GLX4zYAj99k0nZDPArHVDdX%2bQHyHsEy17YZWGgVU%3d",36,0.0302188140368702
"66","Salty",3,4,"Club","Women","Halifax","Nova scotia","/teams/events/Eventteam/?TeamId=O18uA6oNe8BBU3IZJzi7ih621PRtPlpWIlunpBqBnio%3d",98,0.0236134200724527
"67","Atlantiques",3,6,"Masters","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=pMWZHKigbK%2fQU1zqpI4cxQarIjKK2aYT7ISqq4xhi2g%3d",2,0.0235955671511359
"68","Dish",8,4,"Club","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=TY%2bSPRzAPIuWe1xxrd81fr9b3GMiUDsApqMqEnoMZpA%3d",22,0.0228139166633141
"69","Deadly Viper Assassination Squad",3,8,"Club","Women","Oakland","CA","/teams/events/Eventteam/?TeamId=9CdTiIz2cP5w6xNtkyyD%2bZ1JnhpfTf46PA5qpGwc6vE%3d",20,0.0222228991401417
"70","I Thought This Was A Wine Tasting",2,4,"Masters","Women","New York","NY","/teams/events/Eventteam/?TeamId=VA%2bfDuc4qpWUgkfElHVZJk9hHwhrjRX5OQUUgbGsHik%3d",49,0.0219131703693435
"71","Notorious C.L.E.",8,11,"Club","Women","Cleveland","OH","/teams/events/Eventteam/?TeamId=QpnUq1tPEoeJMUGr8l%2bNHXt6lIQhGOmqV%2f5i7M9%2fSL8%3d",73,0.0211375652280106
"72","BizNasty",2,4,"Masters","Women","San Francisco","CA","/teams/events/Eventteam/?TeamId=jbsl0UnaNmDtXFHmWOVUEIQeCgczT82HznBPE%2fjMPmE%3d",7,0.0194896157596371
"73","Sunbreaks",0,5,"Beach","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=3mloUlL0HzRSD1EsYi6%2b3cSiN0BsY1A%2b0%2f%2bFHSzSPO0%3d",121,0.0184465477775677
"74","Hot Flash",2,5,"Masters","Women","Great Lakes","OH","/teams/events/Eventteam/?TeamId=gUpYXi%2bO%2f4CgWqdv3Ox9%2bwkRQuboFLiLSoxGxYcGFmA%3d",45,0.0176166160402666
"75","Vermont Women's Tapped",1,5,"Masters","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=GHhsIaF0%2fm2mKoA4dwKUt2nuWTwfYkXLDLJYzWCTu%2b4%3d",138,0.0170801436181256
"76","PPF",4,3,"Club","Women","Kitchener-Waterloo","Ontario","/teams/events/Eventteam/?TeamId=p1vG7ZFVjfPg1zrni8xhmxOt3KK%2fBRjNjmxB8DtbeK8%3d",86,0.0170322661584195
"77","Peak Bloom",0,7,"Grand Masters","Women","Rockville","MD","/teams/events/Eventteam/?TeamId=Cl%2f1MxTOVQH%2bEaKojAtePjhS7TVKVDrLmijNEGhYECc%3d",77,0.0154835693831856
"78","Colorado Small Batch",7,4,"Club","Women","Denver","CO","/teams/events/Eventteam/?TeamId=F%2bB5%2fDnoErMbyzv3VNGSvPn%2b8tM75rZSbDMsNg89zro%3d",17,0.01526138500289
"79","Portland Ivy",4,3,"Club","Women","Portland","OR","/teams/events/Eventteam/?TeamId=UXWvr5SmFPed%2bcS5nj53u8kJd6bZD9r4P6k3qn%2fCBuE%3d",85,0.0150285329980908
"80","Throwtorious RBG",2,5,"Beach","Women","Washington","DC","/teams/events/Eventteam/?TeamId=EOMfLz%2bSFvyB4%2bwG6ZbQ30dmweJTMuOqBv1OzNtnnUg%3d",131,0.0146987302068007
"81","Virginia Rebellion",8,11,"Club","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=IooFpWIhy0WWHfwUdyZOMhMfca3exMoaim5lhsg%2buZs%3d",140,0.0110089833036835
"82","Seattle Soul",4,3,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=C2%2fX5wlDKv9runSEnsWtHP0KNFCVmo3nQjk2iH%2b6n5k%3d",108,0.00943101631977198
"83","Phoenix Uprising",4,2,"Club","Women","Phoenix","AZ","/teams/events/Eventteam/?TeamId=d%2fNYGge1VRn7BRzMz41%2f9k%2bMe9beffcXzFwsgQ3nVy4%3d",79,0.00889019438882388
"84","Zephyr",2,5,"Club","Women","Vancouver","British Columbia","/teams/events/Eventteam/?TeamId=6soqX3z1LnAXoTs6qJy0iL3o5iakD5xZUSpq%2b6TSmPY%3d",148,0.0088576778422505
"85","Sharks & Kisses",4,3,"Beach","Women","Raleigh","NC","/teams/events/Eventteam/?TeamId=iN2gi8K3lBBOejO86MJCv3DVWqclPnZ16GltTLpA6m8%3d",109,0.0085124611970407
"86","Stella",4,3,"Club","Women","Ottawa","Ontario","/teams/events/Eventteam/?TeamId=Tjhgct%2fzmnHopVaK4wm1RL93vaD8690KFCDaEu0oPcs%3d",118,0.00830781037672782
"87","Indy Rogue",11,7,"Club","Women","Indianapolis","IN","/teams/events/Eventteam/?TeamId=gpXGlw72CdOvTKYYDnLdux3mnsKbPFiwZDOn4f1HVlE%3d",52,0.00829931263606934
"88","Pine Baroness",10,11,"Club","Women","Princeton","NJ","/teams/events/Eventteam/?TeamId=df%2fUzn9Ox1mVAzqlUtMBS6lnYGG51J6h7qhscU3sFkc%3d",80,0.0074478528064848
"89","Steel",16,10,"Club","Women","Birmingham","AL","/teams/events/Eventteam/?TeamId=7AJr0eIwge9WzxLwY02rzXHSPIliR6BkAfeH3Dp5Va8%3d",117,0.00704271347512026
"90","Seattle Beat",3,4,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=8%2fJ7gO8QLJSmio7PVgKFj8eAm1msvcUBBwdZdSMRuUI%3d",105,0.00674453014624257
"91","Tempo",1,3,"Club","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=soh2p%2fvgwn8Xj2x8cmwj0OsvY46jxUmAUVGgbtWqIrw%3d",126,0.00616379457288593
"92","Tabby Rosa",15,5,"Club","Women","Gainesville","FL","/teams/events/Eventteam/?TeamId=noJ%2fD74wDyZxMWhMXwW6%2fVgjoyZJfvu%2bwkY%2bB5JAZio%3d",124,0.00570791174831202
"93","Filthy Rich",1,5,"Beach","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=xrbu4YX2NtDrnct1wefmZfVK4pDy795N6h56ARQeoe0%3d",29,0.00504482823623308
"94","Maeve",5,9,"Club","Women","Dallas","TX","/teams/events/Eventteam/?TeamId=QMmtZMAy50xW9tp%2bx8G%2fAK%2bTnR%2bhggl0VZCkGEYDw%2bk%3d",64,0.00470999832969758
"95","Jackwagon",3,3,"Club","Women","Boulder/Denver","CO","/teams/events/Eventteam/?TeamId=thglcwljRVIwrV1h8e8edF%2fgtj4aMNu45FbBPT4x4ns%3d",57,0.00439004858342272
"96","First in Flight",4,3,"Beach","Women","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=D9zB%2fNahrkNwR17IOq%2fWPPx0Tqnpn0oFl4yBlyTocJM%3d",30,0.00373263637039353
"97","Vice",9,8,"Club","Women","Cambridge","MA","/teams/events/Eventteam/?TeamId=z1fh9JFXpgdZqZASNvgRJpebLOviWgvRZZRSTErcgzY%3d",139,0.00362811837597137
"98","Backhanded",5,14,"Club","Women","Baltimore/Washington","DC","/teams/events/Eventteam/?TeamId=%2bYOZUp8xVDMUmoCdr9YKBgdyZRQfHmfbqSC84cQj8Fo%3d",4,0.00333195326038112
"99","Further",2,5,"Club","Women","Eugene","OR","/teams/events/Eventteam/?TeamId=w3RIcJOPWvICCBfUbHSc2HKmOR4G%2frOJWDU4CrhA8g0%3d",34,0.0032800102803832
"100","Sureshot",8,5,"Club","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=VwVBtGBHEFAwWhNV6LB42CjuS7X8P7JpZq74SKEbMzI%3d",122,0.0032449087693079
"101","Outbreak",10,3,"Club","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=Y6BAUBXDVZne5hNirI0Rzi7MHxjxI7G8wdB6bhnRk74%3d",75,0.00296537419145735
"102","fiasco",12,7,"Club","Women","Miami","FL","/teams/events/Eventteam/?TeamId=sgrxVLZJVb%2bWbE1cdz7SRfh7HcyyGxsU8UjBViAIfWo%3d",27,0.00261900825585464
"103","Queen Cake",8,7,"Club","Women","New Orleans","LA","/teams/events/Eventteam/?TeamId=vkLgDyUtSUk3myyKFTQgh7XvAJR%2fu83bHQ0UeEx2Yng%3d",88,0.0017121591229171
"104","Suffrage",11,8,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=dBh3IBmtkuLdpfjhWCU5RIqCZzl6%2fP9yE%2bvBEG0ZJ5E%3d",120,0.0015146698562181
"105","Wendigo",0,7,"Club","Women","Vancouver","British Columbia","/teams/events/Eventteam/?TeamId=C9D0%2b34jDLCMMfeD0KdI2k0DuE2RFvanw9EHQT0btLA%3d",142,0.00148261414436425
"106","Storm",3,4,"Club","Women","Montreal","Quebec","/teams/events/Eventteam/?TeamId=rmIWfj4xs8Vwfm1qWcxKxqOq4BlfiyC8H2XTUaOzOk4%3d",119,0.00145996920234746
"107","Restless",0,2,"Masters","Women","Florida","FL","/teams/events/Eventteam/?TeamId=fU1R9Xj7qz511yMnW5GNCJ5h8b4nYKcf4gZakVzgX%2f4%3d",89,0.0013798577281366
"108","Brooklyn Book Club",12,6,"Club","Women","Brooklyn","NY","/teams/events/Eventteam/?TeamId=YE5Tz5FtQRUlo%2fgj8W6VM0nL3BN0LzHRwjTjX4P8j0Q%3d",13,0.00137408451152862
"109","Sea Sick",2,5,"Beach","Women","Long Beach Island","NJ","/teams/events/Eventteam/?TeamId=DZ4I5AbWl9HBoBBT5%2fAoMC4TxG%2bXoziA%2bvQNoeDCX0c%3d",104,0.00117391335105286
"110","Monsoon Ultimate",2,3,"Club","Women","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=jiPAeK4LZy38T4BeeWvx0Xd7R4YiHVslPrdE50tcP5c%3d",67,0.000859135702065936
"111","Jinx",8,2,"Club","Women","Portland","ME","/teams/events/Eventteam/?TeamId=IY1H3huJinQQaZbs8w%2fuRTJcxv2ru4OXUni3hZv%2bG0M%3d",58,0.000855777547046408
"112","Venom",1,5,"Club","Women","Tucson","AZ","/teams/events/Eventteam/?TeamId=vtqLpyFoFJNIffnN7dXMR6E1hDDqQAC0u9MnB4Yb9yE%3d",136,0.000793728588099482
"113","Boomslang",7,8,"Club","Women","Albany","NY","/teams/events/Eventteam/?TeamId=qjrJZq2S0IC0W9k2e3FNak%2fJM07V2fBjApRPMil6fnY%3d",10,0.000706400826852715
"114","Encore",3,10,"Club","Women","Nashville","TN","/teams/events/Eventteam/?TeamId=18Jh9tAZaURNNMwDQAWcI2dFrz2GIOe3tM9MGuYGRi4%3d",24,0.000661671292863354
"115","The Bends",2,5,"Beach","Women","New York","NY","/teams/events/Eventteam/?TeamId=tPksamYnRSBPozuLnMyCQDeUPsaCdoaTO51W5IKIJlM%3d",128,0.000609460140867682
"116","Broad City",9,11,"Club","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=X%2fzqVlbLxHavrLMdhkw6chtFaG4NqVY%2bPlJWDx8QVVo%3d",12,0.000532557367388962
"117","Sparks",7,5,"Club","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=F3QbAiUxdbZA2c6YTqzJbWKIYZSzp0uYUzGYLBQkRfM%3d",116,0.000433287577997016
"118","Helix",8,5,"Club","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=9VGxJk8%2bnmx0wOjIHuVsSwUijslwtpTqOyCVJSpxfHQ%3d",41,0.000398195761844612
"119","Trainwreck",1,4,"Club","Women","Fort Collins","CO","/teams/events/Eventteam/?TeamId=SbBHJuY0kMe7Cs2XaO3eR4lZqj3dauhRdj6gpvNfI4c%3d",133,0.000379291940970377
"120","Inferno",1,7,"Club","Women","Houston","TX","/teams/events/Eventteam/?TeamId=OLPOl3LbzV%2fBMUbVHbbrL50WFHU6ktE4GdxunX4UcIQ%3d",53,0.000345924774869313
"121","Independence",4,9,"Club","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=FARXpRA%2bvItii8RDxePim7xMpUC6JtM%2bjmCBXxh49VQ%3d",51,0.00027527487920957
"122","Mystik",4,3,"Club","Women","Montréal","Québec","/teams/events/Eventteam/?TeamId=cn8z9AEliPr1XdkoPBvUGlBsEdxyKtwLqRNiGW8CbLY%3d",69,0.000221689396032808
"123","Lockdown",2,7,"Club","Women","Madison","WI","/teams/events/Eventteam/?TeamId=mQVFGxGUO7TuN2dPM4Y15UTwSrHXxHahZ3vnHsOKiuw%3d",61,0.000207750698567948
"124","foxx",0,7,"Beach","Women","Peterborough","ON","/teams/events/Eventteam/?TeamId=qicov2G33deShKPKAgPotzJRNGMaTu0UE0siQrusLgA%3d",32,0.000206588882867547
"125","Salt City Spirit",5,8,"Club","Women","Syracuse","NY","/teams/events/Eventteam/?TeamId=MWRdtB85TgjW65YbCDUr%2bwjRbwGLaTTdGdwGnsSzEFs%3d",97,0.000172215730367356
"126","EXO",3,4,"Club","Women","Sherbrooke","Québec","/teams/events/Eventteam/?TeamId=5aURLSrmJbDX4Nt%2b9uXTIE8iXUPE9jPl1gM%2bGvbkfkY%3d",25,0.000164578474245169
"127","Rogue",3,9,"Club","Women","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=jDP%2bQvLF5qLPpmiyFVxKL2BfQuPp%2bTdaeDil5T%2b3shc%3d",95,0.000163368683692812
"128","Hoax",4,14,"Club","Women","Charleston","SC","/teams/events/Eventteam/?TeamId=W6KLsWvpi2Ga9LI6HnnWRu7GnGYRl%2f8j9jheJllPXQI%3d",42,0.000120715312388946
"129","MystiKuE",3,3,"Club","Women","Milwaukee","WI","/teams/events/Eventteam/?TeamId=KEPBGiQM%2bftOqmeatK5XRiP%2bENMru76ybRTGgFt%2bOMY%3d",70,0.000109692544109325
"130","Baywatch",2,11,"Club","Women","New Britain","CT","/teams/events/Eventteam/?TeamId=On9TL3MRFEeqQa4E6fp8NbrFAkXHSA5y26GVZRWqcb0%3d",5,0.000101386751759605
"131","Honey Pot",3,16,"Club","Women","Chattanooga","TN","/teams/events/Eventteam/?TeamId=omm5EGgWy7%2bMxUAtR5Zu5IvCPcSeMCB0%2b9CPUQ57Vk4%3d",43,5.26021619257827e-05
